Frequency,S11_Magnitude,
2940510000,-6.142538756,
2941843111,-6.109180563,
2943176222,-6.116475762,
2944509333,-6.148365341,
2945842444,-6.229250224,
2947175555,-6.314197611,
2948508666,-6.414685116,
2949841777,-6.532378257,
2951174888,-6.688979063,
2952508000,-6.847218819,
2953841111,-7.005595822,
2955174222,-7.154506069,
2956507333,-7.338263352,
2957840444,-7.489771851,
2959173555,-7.611688856,
2960506666,-7.728342617,
2961839777,-7.819230458,
2963172888,-7.904715095,
2964506000,-7.950448715,
2965839111,-7.99373213,
2967172222,-7.997776319,
2968505333,-7.97632786,
2969838444,-7.97458119,
2971171555,-7.901147563,
2972504666,-7.850425107,
2973837777,-7.801229184,
2975170888,-7.769318092,
2976504000,-7.73243576,
2977837111,-7.724875463,
2979170222,-7.725383973,
2980503333,-7.746817684,
2981836444,-7.796955802,
2983169555,-7.872975893,
2984502666,-7.958211845,
2985835777,-8.063659283,
2987168888,-8.197097597,
2988502000,-8.348595902,
2989835111,-8.494470136,
2991168222,-8.638454725,
2992501333,-8.766031225,
2993834444,-8.84742789,
2995167555,-8.887491666,
2996500666,-8.867225515,
2997833777,-8.817732087,
2999166888,-8.692027557,
3000500000,-8.505699686,
3001833111,-8.321864298,
3003166222,-8.087563924,
3004499333,-7.836507027,
3005832444,-7.576617287,
3007165555,-7.299415739,
3008498666,-7.042463768,
3009831777,-6.786651017,
3011164888,-6.550572142,
3012498000,-6.340515847,
3013831111,-6.179663684,
3015164222,-6.042324691,
3016497333,-5.954343123,
3017830444,-5.891704987,
3019163555,-5.859474445,
3020496666,-5.87091474,
3021829777,-5.917313485,
3023162888,-5.983875638,
3024496000,-6.085604566,
3025829111,-6.24740486,
3027162222,-6.431904228,
3028495333,-6.673339912,
3029828444,-6.948352675,
3031161555,-7.265727581,
3032494666,-7.586190993,
3033827777,-7.939309082,
3035160888,-8.308675872,
3036494000,-8.678585441,
3037827111,-9.016689909,
3039160222,-9.302661451,
3040493333,-9.516588342,
3041826444,-9.645313549,
3043159555,-9.620043127,
3044492666,-9.507185456,
3045825777,-9.273532161,
3047158888,-8.969581425,
3048492000,-8.618092745,
3049825111,-8.224156265,
3051158222,-7.839200541,
3052491333,-7.493569629,
3053824444,-7.179148323,
3055157555,-6.893023714,
3056490666,-6.656870588,
3057823777,-6.471195781,
3059156888,-6.3263646,
3060490000,-6.222809044,
3061823111,-6.164595408,
3063156222,-6.141543936,
3064489333,-6.142897027,
3065822444,-6.176386899,
3067155555,-6.244039946,
3068488666,-6.31605048,
3069821777,-6.422258681,
3071154888,-6.562715723,
3072488000,-6.732565801,
3073821111,-6.929825898,
3075154222,-7.15565972,
3076487333,-7.397218289,
3077820444,-7.662350357,
3079153555,-7.943800697,
3080486666,-8.224047625,
3081819777,-8.510260154,
3083152888,-8.777564926,
3084486000,-9.050154268,
3085819111,-9.273779595,
3087152222,-9.435986012,
3088485333,-9.542028532,
3089818444,-9.561437092,
3091151555,-9.516336956,
3092484666,-9.405828763,
3093817777,-9.265491675,
3095150888,-9.089107176,
3096484000,-8.919042016,
3097817111,-8.758283103,
3099150222,-8.618808974,
3100483333,-8.506610344,
3101816444,-8.425356542,
3103149555,-8.34519317,
3104482666,-8.319207564,
3105815777,-8.312700059,
3107148888,-8.335653015,
3108482000,-8.396508422,
3109815111,-8.464788174,
3111148222,-8.570640204,
3112481333,-8.68114719,
3113814444,-8.791671249,
3115147555,-8.901569671,
3116480666,-8.977308924,
3117813777,-9.028383866,
3119146888,-9.051379639,
3120480000,-9.039175824,
3121813111,-8.996759245,
3123146222,-8.888547615,
3124479333,-8.759927646,
3125812444,-8.615971976,
3127145555,-8.435109314,
3128478666,-8.239476433,
3129811777,-8.027105786,
3131144888,-7.829797693,
3132478000,-7.637666545,
3133811111,-7.46028031,
3135144222,-7.31192811,
3136477333,-7.20115568,
3137810444,-7.103983672,
3139143555,-7.046538766,
3140476666,-7.001676337,
3141809777,-6.985016427,
3143142888,-6.990938019,
3144476000,-7.025157362,
3145809111,-7.084052491,
3147142222,-7.150195746,
3148475333,-7.239855944,
3149808444,-7.367376667,
3151141555,-7.505402232,
3152474666,-7.665294913,
3153807777,-7.858480547,
3155140888,-8.079163216,
3156474000,-8.317663008,
3157807111,-8.583468318,
3159140222,-8.875781512,
3160473333,-9.162390207,
3161806444,-9.477564372,
3163139555,-9.726030363,
3164472666,-9.975793977,
3165805777,-10.15824777,
3167138888,-10.27713209,
3168472000,-10.3358488,
3169805111,-10.3047947,
3171138222,-10.20185368,
3172471333,-10.02259826,
3173804444,-9.81112779,
3175137555,-9.571380434,
3176470666,-9.28543465,
3177803777,-9.022364578,
3179136888,-8.772757519,
3180470000,-8.528440998,
3181803111,-8.316173997,
3183136222,-8.13529303,
3184469333,-7.980055154,
3185802444,-7.830260225,
3187135555,-7.693348695,
3188468666,-7.576269724,
3189801777,-7.474783562,
3191134888,-7.403834898,
3192468000,-7.347784157,
3193801111,-7.324102081,
3195134222,-7.303377464,
3196467333,-7.306925704,
3197800444,-7.31990981,
3199133555,-7.343259657,
3200466666,-7.389133314,
3201799777,-7.444757241,
3203132888,-7.511957317,
3204466000,-7.60777611,
3205799111,-7.719137945,
3207132222,-7.847110852,
3208465333,-7.994279534,
3209798444,-8.16622963,
3211131555,-8.340189896,
3212464666,-8.532428377,
3213797777,-8.725269403,
3215130888,-8.914535327,
3216464000,-9.111100543,
3217797111,-9.299200028,
3219130222,-9.454560369,
3220463333,-9.60875877,
3221796444,-9.77237928,
3223129555,-9.860661599,
3224462666,-9.943081453,
3225795777,-9.986232705,
3227128888,-10.0014896,
3228462000,-9.987864734,
3229795111,-9.933635449,
3231128222,-9.851821933,
3232461333,-9.769478217,
3233794444,-9.684316367,
3235127555,-9.574269643,
3236460666,-9.456553714,
3237793777,-9.372201688,
3239126888,-9.302148075,
3240460000,-9.221966955,
3241793111,-9.167847716,
3243126222,-9.117453816,
3244459333,-9.102502896,
3245792444,-9.108770384,
3247125555,-9.120528828,
3248458666,-9.175605015,
3249791777,-9.251607796,
3251124888,-9.347548453,
3252458000,-9.459089379,
3253791111,-9.571156474,
3255124222,-9.694796134,
3256457333,-9.832417297,
3257790444,-9.947829781,
3259123555,-10.04131937,
3260456666,-10.1075589,
3261789777,-10.17637861,
3263122888,-10.2061905,
3264456000,-10.19779267,
3265789111,-10.15579893,
3267122222,-10.10054286,
3268455333,-9.992124585,
3269788444,-9.861862432,
3271121555,-9.692564696,
3272454666,-9.509306452,
3273787777,-9.319205128,
3275120888,-9.122130537,
3276454000,-8.928773069,
3277787111,-8.749950949,
3279120222,-8.593747769,
3280453333,-8.449998377,
3281786444,-8.313958039,
3283119555,-8.21004539,
3284452666,-8.107234796,
3285785777,-8.054635363,
3287118888,-8.025200073,
3288452000,-7.9966137,
3289785111,-8.013657064,
3291118222,-8.042806474,
3292451333,-8.097532251,
3293784444,-8.174978214,
3295117555,-8.253774014,
3296450666,-8.342586389,
3297783777,-8.420881115,
3299116888,-8.51777734,
3300450000,-8.618087536,
3301783111,-8.699392329,
3303116222,-8.789997777,
3304449333,-8.854649261,
3305782444,-8.896189896,
3307115555,-8.915708167,
3308448666,-8.898483254,
3309781777,-8.859896219,
3311114888,-8.793428751,
3312448000,-8.704542651,
3313781111,-8.599020709,
3315114222,-8.477141673,
3316447333,-8.380406841,
3317780444,-8.268714634,
3319113555,-8.154556216,
3320446666,-8.068979657,
3321779777,-7.997521751,
3323112888,-7.938260952,
3324446000,-7.903552135,
3325779111,-7.87926735,
3327112222,-7.883491319,
3328445333,-7.913473237,
3329778444,-7.976554908,
3331111555,-8.029169328,
3332444666,-8.113689935,
3333777777,-8.226872773,
3335110888,-8.34490153,
3336444000,-8.460018625,
3337777111,-8.58599322,
3339110222,-8.704602597,
3340443333,-8.861860141,
3341776444,-8.935372974,
3343109555,-9.069159589,
3344442666,-9.137326397,
3345775777,-9.195924454,
3347108888,-9.243948559,
3348442000,-9.258635708,
3349775111,-9.263296883,
3351108222,-9.230133191,
3352441333,-9.176977551,
3353774444,-9.099545499,
3355107555,-9.006744083,
3356440666,-8.923769504,
3357773777,-8.843822722,
3359106888,-8.766065265,
3360440000,-8.715820695,
3361773111,-8.670247334,
3363106222,-8.646815096,
3364439333,-8.645827915,
3365772444,-8.644136938,
3367105555,-8.648312437,
3368438666,-8.660880816,
3369771777,-8.717282387,
3371104888,-8.763482041,
3372438000,-8.820125201,
3373771111,-8.873691947,
3375104222,-8.94043443,
3376437333,-9.001836502,
3377770444,-9.047777754,
3379103555,-9.052017648,
3380436666,-9.052942225,
3381769777,-8.982490292,
3383102888,-8.93469486,
3384436000,-8.848592458,
3385769111,-8.735615837,
3387102222,-8.600947436,
3388435333,-8.440356025,
3389768444,-8.277530391,
3391101555,-8.094602697,
3392434666,-7.912083457,
3393767777,-7.706099085,
3395100888,-7.558344845,
3396434000,-7.39173727,
3397767111,-7.246426875,
3399100222,-7.128654491,
3400433333,-7.028472662,
3401766444,-6.957008109,
3403099555,-6.902875799,
3404432666,-6.86654487,
3405765777,-6.840077549,
3407098888,-6.857354685,
3408432000,-6.858235287,
3409765111,-6.903087809,
3411098222,-6.975890043,
3412431333,-7.036029687,
3413764444,-7.135531555,
3415097555,-7.241723825,
3416430666,-7.367197912,
3417763777,-7.51792334,
3419096888,-7.674798128,
3420430000,-7.847538039,
3421763111,-8.051947609,
3423096222,-8.247119728,
3424429333,-8.472220581,
3425762444,-8.704963957,
3427095555,-8.951463554,
3428428666,-9.213134376,
3429761777,-9.467682873,
3431094888,-9.742371026,
3432428000,-10.01222382,
3433761111,-10.23654488,
3435094222,-10.44301457,
3436427333,-10.5769487,
3437760444,-10.6665486,
3439093555,-10.68876757,
3440426666,-10.65654384,
3441759777,-10.5663671,
3443092888,-10.42104568,
3444426000,-10.26208247,
3445759111,-10.04719357,
3447092222,-9.810430525,
3448425333,-9.566197432,
3449758444,-9.300031484,
3451091555,-9.006573257,
3452424666,-8.772274948,
3453757777,-8.488055717,
3455090888,-8.243408732,
3456424000,-8.000489776,
3457757111,-7.770840396,
3459090222,-7.569231158,
3460423333,-7.381050501,
3461756444,-7.200317799,
3463089555,-7.020647775,
3464422666,-6.860404547,
3465755777,-6.738060331,
3467088888,-6.649970302,
3468422000,-6.577772452,
3469755111,-6.514529192,
3471088222,-6.490773621,
3472421333,-6.498362061,
3473754444,-6.518976881,
3475087555,-6.556950517,
3476420666,-6.634379065,
3477753777,-6.709102773,
3479086888,-6.827659155,
3480420000,-6.962178485,
3481753111,-7.138336093,
3483086222,-7.318152968,
3484419333,-7.518607916,
3485752444,-7.738534187,
3487085555,-7.961779978,
3488418666,-8.214021646,
3489751777,-8.467182335,
3491084888,-8.709910864,
3492418000,-8.957773629,
3493751111,-9.178770189,
3495084222,-9.360749625,
3496417333,-9.522900524,
3497750444,-9.624516766,
3499083555,-9.65596705,
3500416666,-9.675545839,
3501749777,-9.621979103,
3503082888,-9.525190501,
3504416000,-9.39432241,
3505749111,-9.232403095,
3507082222,-9.057975707,
3508415333,-8.898073438,
3509748444,-8.746160249,
3511081555,-8.600848208,
3512414666,-8.4836776,
3513747777,-8.40191606,
3515080888,-8.349677283,
3516414000,-8.318828634,
3517747111,-8.309496709,
3519080222,-8.321204054,
3520413333,-8.333050476,
3521746444,-8.408824446,
3523079555,-8.441391457,
3524412666,-8.51150677,
3525745777,-8.590149272,
3527078888,-8.656575111,
3528412000,-8.678913567,
3529745111,-8.785874856,
3531078222,-8.812347222,
3532411333,-8.814405743,
3533744444,-8.76976835,
3535077555,-8.741697067,
3536410666,-8.666535791,
3537743777,-8.606220155,
3539076888,-8.539354419,
3540410000,-8.459462414,
3541743111,-8.376448043,
3543076222,-8.304001107,
3544409333,-8.240878047,
3545742444,-8.177026397,
3547075555,-8.130499606,
3548408666,-8.099768774,
3549741777,-8.080876076,
3551074888,-8.110190131,
3552408000,-8.148763017,
3553741111,-8.213645932,
3555074222,-8.293826256,
3556407333,-8.378141285,
3557740444,-8.479827768,
3559073555,-8.56182441,
3560406666,-8.622583723,
3561739777,-8.713642317,
3563072888,-8.772134902,
3564406000,-8.813289462,
3565739111,-8.838637513,
3567072222,-8.81710166,
3568405333,-8.770280497,
3569738444,-8.712514703,
3571071555,-8.614439049,
3572404666,-8.503336582,
3573737777,-8.363824882,
3575070888,-8.212956025,
3576404000,-8.048718946,
3577737111,-7.871271659,
3579070222,-7.719275654,
3580403333,-7.580416601,
3581736444,-7.475747789,
3583069555,-7.340055598,
3584402666,-7.252118588,
3585735777,-7.203230204,
3587068888,-7.154776798,
3588402000,-7.179013653,
3589735111,-7.20740491,
3591068222,-7.248293571,
3592401333,-7.348703591,
3593734444,-7.463166709,
3595067555,-7.61213845,
3596400666,-7.803312876,
3597733777,-8.025363055,
3599066888,-8.282682722,
3600400000,-8.561372951,
3601733111,-8.86211476,
3603066222,-9.163631378,
3604399333,-9.481611026,
3605732444,-9.756625954,
3607065555,-10.00490824,
3608398666,-10.19226737,
3609731777,-10.30303842,
3611064888,-10.34046619,
3612398000,-10.29006671,
3613731111,-10.15513314,
3615064222,-9.924841568,
3616397333,-9.644364989,
3617730444,-9.36393106,
3619063555,-9.056284495,
3620396666,-8.776655158,
3621729777,-8.515324907,
3623062888,-8.304000441,
3624396000,-8.120423827,
3625729111,-7.978928026,
3627062222,-7.893438469,
3628395333,-7.806386411,
3629728444,-7.764894754,
3631061555,-7.765661108,
3632394666,-7.780164614,
3633727777,-7.820287211,
3635060888,-7.874762923,
3636394000,-7.94587853,
3637727111,-8.002999869,
3639060222,-8.047567011,
3640393333,-8.11648421,
3641726444,-8.126188287,
3643059555,-8.126800372,
3644392666,-8.104290628,
3645725777,-8.066722702,
3647058888,-7.983532961,
3648392000,-7.880829305,
3649725111,-7.75759189,
3651058222,-7.622610775,
3652391333,-7.485268775,
3653724444,-7.345043976,
3655057555,-7.194766218,
3656390666,-7.059396936,
3657723777,-6.925143557,
3659056888,-6.820575448,
3660390000,-6.728051811,
3661723111,-6.667514574,
3663056222,-6.646000822,
3664389333,-6.656290257,
3665722444,-6.695045824,
3667055555,-6.774439869,
3668388666,-6.867450147,
3669721777,-7.011717772,
3671054888,-7.20861011,
3672388000,-7.497545941,
3673721111,-7.761882462,
3675054222,-8.067831973,
3676387333,-8.428569546,
3677720444,-8.820073607,
3679053555,-9.235790664,
3680386666,-9.689515356,
3681719777,-10.12068902,
3683052888,-10.52782908,
3684386000,-10.83013771,
3685719111,-11.00748651,
3687052222,-11.02350703,
3688385333,-10.86060105,
3689718444,-10.54732665,
3691051555,-10.12718311,
3692384666,-9.654311846,
3693717777,-9.174916566,
3695050888,-8.71873332,
3696384000,-8.25892893,
3697717111,-7.883205819,
3699050222,-7.531812951,
3700383333,-7.252070838,
3701716444,-7.026502892,
3703049555,-6.856927392,
3704382666,-6.726973287,
3705715777,-6.656184873,
3707048888,-6.627288536,
3708382000,-6.655264905,
3709715111,-6.741620869,
3711048222,-6.860343951,
3712381333,-7.029143418,
3713714444,-7.239405589,
3715047555,-7.49493955,
3716380666,-7.782008048,
3717713777,-8.11431998,
3719046888,-8.502975285,
3720380000,-8.913005284,
3721713111,-9.367294234,
3723046222,-9.806161239,
3724379333,-10.23512474,
3725712444,-10.59682767,
3727045555,-10.83317798,
3728378666,-10.92079229,
3729711777,-10.84854543,
3731044888,-10.61442378,
3732378000,-10.27367779,
3733711111,-9.855984154,
3735044222,-9.412869938,
3736377333,-8.994910362,
3737710444,-8.599974192,
3739043555,-8.245095375,
3740376666,-7.960612118,
3741709777,-7.725736192,
3743042888,-7.554069588,
3744376000,-7.446264098,
3745709111,-7.382485324,
3747042222,-7.403279238,
3748375333,-7.468348626,
3749708444,-7.600486122,
3751041555,-7.774456263,
3752374666,-7.986266291,
3753707777,-8.305772064,
3755040888,-8.664856069,
3756374000,-9.085089502,
3757707111,-9.546905923,
3759040222,-10.04849705,
3760373333,-10.60059289,
3761706444,-11.10319665,
3763039555,-11.54183586,
3764372666,-11.84626055,
3765705777,-11.90578614,
3767038888,-11.74174064,
3768372000,-11.37261586,
3769705111,-10.81861144,
3771038222,-10.21387249,
3772371333,-9.570006844,
3773704444,-8.973355852,
3775037555,-8.437893514,
3776370666,-7.962424324,
3777703777,-7.533340569,
3779036888,-7.185072443,
3780370000,-6.90476734,
3781703111,-6.687797191,
3783036222,-6.529856499,
3784369333,-6.403122649,
3785702444,-6.347998293,
3787035555,-6.330669442,
3788368666,-6.36261279,
3789701777,-6.442778149,
3791034888,-6.579654024,
3792368000,-6.773907604,
3793701111,-7.036803932,
3795034222,-7.376645433,
3796367333,-7.807947734,
3797700444,-8.319114104,
3799033555,-8.954037562,
3800366666,-9.734136252,
3801699777,-10.65618394,
3803032888,-11.74446577,
3804366000,-13.01422999,
3805699111,-14.26061045,
3807032222,-15.20096339,
3808365333,-15.43416509,
3809698444,-14.80398441,
3811031555,-13.64696517,
3812364666,-12.33264729,
3813697777,-11.11482351,
3815030888,-10.07875986,
3816364000,-9.195766316,
3817697111,-8.474371188,
3819030222,-7.916264125,
3820363333,-7.432348,
3821696444,-7.054849391,
3823029555,-6.751307574,
3824362666,-6.520296112,
3825695777,-6.341133172,
3827028888,-6.221998286,
3828362000,-6.158195241,
3829695111,-6.123347973,
3831028222,-6.138605084,
3832361333,-6.196094506,
3833694444,-6.281542039,
3835027555,-6.396316284,
3836360666,-6.545257012,
3837693777,-6.774394945,
3839026888,-7.050119544,
3840360000,-7.398150994,
3841693111,-7.784158023,
3843026222,-8.240266655,
3844359333,-8.791488022,
3845692444,-9.442144449,
3847025555,-10.17413068,
3848358666,-11.00015236,
3849691777,-11.86842014,
3851024888,-12.67767461,
3852358000,-13.31204082,
3853691111,-13.61559273,
3855024222,-13.50352839,
3856357333,-13.04024437,
3857690444,-12.36618481,
3859023555,-11.61354553,
3860356666,-10.85040396,
3861689777,-10.18414471,
3863022888,-9.586919715,
3864356000,-9.082134851,
3865689111,-8.663227953,
3867022222,-8.304093119,
3868355333,-8.016760922,
3869688444,-7.800102497,
3871021555,-7.648553736,
3872354666,-7.541368839,
3873687777,-7.497758928,
3875020888,-7.489111841,
3876354000,-7.542786834,
3877687111,-7.648437912,
3879020222,-7.803059045,
3880353333,-8.020299428,
3881686444,-8.292915384,
3883019555,-8.615534307,
3884352666,-9.003429557,
3885685777,-9.449612638,
3887018888,-9.954728215,
3888352000,-10.4597713,
3889685111,-11.00184429,
3891018222,-11.4792655,
3892351333,-11.87408885,
3893684444,-12.10664296,
3895017555,-12.15620539,
3896350666,-12.01195154,
3897683777,-11.70001966,
3899016888,-11.30164914,
3900350000,-10.83418515,
3901683111,-10.34457549,
3903016222,-9.854247598,
3904349333,-9.3912783,
3905682444,-8.962395256,
3907015555,-8.575196662,
3908348666,-8.234596997,
3909681777,-7.934644993,
3911014888,-7.665669375,
3912348000,-7.459385038,
3913681111,-7.269364658,
3915014222,-7.104360892,
3916347333,-6.961472583,
3917680444,-6.913901643,
3919013555,-6.869654302,
3920346666,-6.809689271,
3921679777,-6.820582833,
3923012888,-6.865492234,
3924346000,-6.909298442,
3925679111,-7.024295635,
3927012222,-7.170975809,
3928345333,-7.338462861,
3929678444,-7.533798066,
3931011555,-7.776471729,
3932344666,-8.054411347,
3933677777,-8.37535147,
3935010888,-8.694176503,
3936344000,-9.056823144,
3937677111,-9.432178764,
3939010222,-9.810145944,
3940343333,-10.16248188,
3941676444,-10.47342766,
3943009555,-10.72214877,
3944342666,-10.89865532,
3945675777,-10.978745,
3947008888,-10.92729764,
3948342000,-10.77271754,
3949675111,-10.53928834,
3951008222,-10.22340812,
3952341333,-9.869094728,
3953674444,-9.486276765,
3955007555,-9.112057736,
3956340666,-8.743194779,
3957673777,-8.396474275,
3959006888,-8.077244357,
3960340000,-7.808375368,
3961673111,-7.573988669,
3963006222,-7.36981362,
3964339333,-7.213440715,
3965672444,-7.098108272,
3967005555,-7.014665378,
3968338666,-6.998983424,
3969671777,-7.013068417,
3971004888,-7.069910583,
3972338000,-7.186634085,
3973671111,-7.362893474,
3975004222,-7.596387696,
3976337333,-7.887876446,
3977670444,-8.248600874,
3979003555,-8.697411599,
3980336666,-9.268280756,
3981669777,-9.924073626,
3983002888,-10.73060592,
3984336000,-11.72455611,
3985669111,-12.90357142,
3987002222,-14.31646728,
3988335333,-15.79741453,
3989668444,-17.07925297,
3991001555,-17.61882208,
3992334666,-17.03063804,
3993667777,-15.67138772,
3995000888,-14.1084521,
3996334000,-12.71538786,
3997667111,-11.46457482,
3999000222,-10.43426672,
4000333333,-9.593846369,
4001666444,-8.918945292,
4002999555,-8.384328311,
4004332666,-7.956872478,
4005665777,-7.633080792,
4006998888,-7.403495307,
4008332000,-7.251388189,
4009665111,-7.166644566,
4010998222,-7.164337031,
4012331333,-7.227508466,
4013664444,-7.348568765,
4014997555,-7.54416034,
4016330666,-7.800141153,
4017663777,-8.145813258,
4018996888,-8.583422782,
4020330000,-9.134244462,
4021663111,-9.815183922,
4022996222,-10.62426242,
4024329333,-11.62127424,
4025662444,-12.73995615,
4026995555,-14.00229433,
4028328666,-15.20651189,
4029661777,-16.03040651,
4030994888,-16.06639861,
4032328000,-15.22279654,
4033661111,-13.90908829,
4034994222,-12.52406254,
4036327333,-11.26029243,
4037660444,-10.19218701,
4038993555,-9.267455774,
4040326666,-8.509657457,
4041659777,-7.879909275,
4042992888,-7.361638497,
4044326000,-6.942350085,
4045659111,-6.613908974,
4046992222,-6.335758594,
4048325333,-6.126357586,
4049658444,-5.963801608,
4050991555,-5.84259686,
4052324666,-5.762029864,
4053657777,-5.718872099,
4054990888,-5.689324686,
4056324000,-5.712869503,
4057657111,-5.80227492,
4058990222,-5.881155186,
4060323333,-6.045811562,
4061656444,-6.218343602,
4062989555,-6.460536166,
4064322666,-6.774281489,
4065655777,-7.175230676,
4066988888,-7.680760418,
4068322000,-8.311509825,
4069655111,-9.123658726,
4070988222,-10.15253896,
4072321333,-11.4927937,
4073654444,-13.22246241,
4074987555,-15.53450407,
4076320666,-18.62091304,
4077653777,-22.05696954,
4078986888,-22.05552833,
4080320000,-18.60800913,
4081653111,-15.58899265,
4082986222,-13.30266024,
4084319333,-11.6147005,
4085652444,-10.34016285,
4086985555,-9.346429847,
4088318666,-8.594347538,
4089651777,-7.994403289,
4090984888,-7.526316932,
4092318000,-7.188286966,
4093651111,-6.943649526,
4094984222,-6.781790757,
4096317333,-6.6741983,
4097650444,-6.635694538,
4098983555,-6.672980102,
4100316666,-6.757936811,
4101649777,-6.938945498,
4102982888,-7.190709156,
4104316000,-7.526523929,
4105649111,-7.9727114,
4106982222,-8.546235837,
4108315333,-9.236886546,
4109648444,-10.09974398,
4110981555,-11.14705855,
4112314666,-12.43076659,
4113647777,-13.89172134,
4114980888,-15.41025003,
4116314000,-16.56012492,
4117647111,-16.70721285,
4118980222,-15.68026747,
4120313333,-14.19814247,
4121646444,-12.68507122,
4122979555,-11.37380034,
4124312666,-10.25300767,
4125645777,-9.342922374,
4126978888,-8.588671743,
4128312000,-7.9596102,
4129645111,-7.450174546,
4130978222,-7.03522582,
4132311333,-6.717985681,
4133644444,-6.440575683,
4134977555,-6.268805426,
4136310666,-6.12534845,
4137643777,-6.009531361,
4138976888,-5.997374069,
4140310000,-5.9987844,
4141643111,-6.06527614,
4142976222,-6.211387422,
4144309333,-6.422014238,
4145642444,-6.705185347,
4146975555,-7.097306237,
4148308666,-7.623193589,
4149641777,-8.316606668,
4150974888,-9.229248462,
4152308000,-10.41104187,
4153641111,-12.04703358,
4154974222,-14.26320997,
4156307333,-17.5791174,
4157640444,-23.04309023,
4158973555,-29.93277073,
4160306666,-22.16894126,
4161639777,-17.07067303,
4162972888,-13.9551514,
4164306000,-11.7875311,
4165639111,-10.22242976,
4166972222,-9.017698345,
4168305333,-8.076346701,
4169638444,-7.321171038,
4170971555,-6.713353847,
4172304666,-6.217213831,
4173637777,-5.816535781,
4174970888,-5.491685606,
4176304000,-5.225117237,
4177637111,-4.996832206,
4178970222,-4.81617567,
4180303333,-4.683522058,
4181636444,-4.553320306,
4182969555,-4.477867539,
4184302666,-4.425690483,
4185635777,-4.413759242,
4186968888,-4.426666634,
4188302000,-4.465963928,
4189635111,-4.538419864,
4190968222,-4.627972208,
4192301333,-4.765936431,
4193634444,-4.923217901,
4194967555,-5.14075147,
4196300666,-5.391213419,
4197633777,-5.702279578,
4198966888,-6.085202054,
4200300000,-6.543266,
4201633111,-7.125664944,
4202966222,-7.799573248,
4204299333,-8.636089801,
4205632444,-9.645965698,
4206965555,-10.85945903,
4208298666,-12.3864291,
4209631777,-14.25126374,
4210964888,-16.43640984,
4212298000,-18.48459706,
4213631111,-19.14160614,
4214964222,-17.78061851,
4216297333,-15.66594947,
4217630444,-13.72308299,
4218963555,-12.09908467,
4220296666,-10.78973286,
4221629777,-9.723935012,
4222962888,-8.870889395,
4224296000,-8.194027318,
4225629111,-7.662154043,
4226962222,-7.23691948,
4228295333,-6.908779402,
4229628444,-6.665335851,
4230961555,-6.499962487,
4232294666,-6.406151364,
4233627777,-6.367674393,
4234960888,-6.37803107,
4236294000,-6.476244053,
4237627111,-6.633776358,
4238960222,-6.827637325,
4240293333,-7.105704379,
4241626444,-7.427591942,
4242959555,-7.830103652,
4244292666,-8.308252131,
4245625777,-8.859404034,
4246958888,-9.486356367,
4248292000,-10.19319011,
4249625111,-10.96765201,
4250958222,-11.79497561,
4252291333,-12.61475775,
4253624444,-13.36497877,
4254957555,-13.90084633,
4256290666,-14.14778823,
4257623777,-14.0188288,
4258956888,-13.56822151,
4260290000,-12.94516311,
4261623111,-12.220973,
4262956222,-11.50750216,
4264289333,-10.86121888,
4265622444,-10.27388679,
4266955555,-9.747656509,
4268288666,-9.326149855,
4269621777,-8.995063444,
4270954888,-8.749050491,
4272288000,-8.612939632,
4273621111,-8.537871345,
4274954222,-8.538514689,
4276287333,-8.608496406,
4277620444,-8.775037265,
4278953555,-9.017865584,
4280286666,-9.379324828,
4281619777,-9.831449555,
4282952888,-10.40562323,
4284286000,-11.12475391,
4285619111,-12.0261158,
4286952222,-13.1573913,
4288285333,-14.55189915,
4289618444,-16.35070906,
4290951555,-18.54563361,
4292284666,-20.93375697,
4293617777,-22.48763244,
4294950888,-21.61643666,
4296284000,-19.28049462,
4297617111,-16.97054951,
4298950222,-15.04924055,
4300283333,-13.53349924,
4301616444,-12.29887412,
4302949555,-11.29597822,
4304282666,-10.50981591,
4305615777,-9.856594956,
4306948888,-9.348261212,
4308282000,-8.9461405,
4309615111,-8.646616378,
4310948222,-8.424816576,
4312281333,-8.257816522,
4313614444,-8.151481227,
4314947555,-8.109809592,
4316280666,-8.092653576,
4317613777,-8.155664962,
4318946888,-8.23035687,
4320280000,-8.359491985,
4321613111,-8.515687581,
4322946222,-8.695745541,
4324279333,-8.897045579,
4325612444,-9.120684897,
4326945555,-9.379955122,
4328278666,-9.620172509,
4329611777,-9.880279739,
4330944888,-10.15068094,
4332278000,-10.41340033,
4333611111,-10.65923065,
4334944222,-10.87761505,
4336277333,-11.0505988,
4337610444,-11.16520885,
4338943555,-11.22956587,
4340276666,-11.26785512,
4341609777,-11.24638896,
4342942888,-11.18388361,
4344276000,-11.07577667,
4345609111,-10.94937348,
4346942222,-10.78293121,
4348275333,-10.59504883,
4349608444,-10.45051812,
4350941555,-10.31629727,
4352274666,-10.16861835,
4353607777,-10.06449837,
4354940888,-9.970676602,
4356274000,-9.92424809,
4357607111,-9.881287473,
4358940222,-9.852225669,
4360273333,-9.842975529,
4361606444,-9.881291217,
4362939555,-9.938110272,
4364272666,-9.994879497,
4365605777,-10.08409646,
4366938888,-10.20067916,
4368272000,-10.35176883,
4369605111,-10.5416554,
4370938222,-10.74873726,
4372271333,-10.96422095,
4373604444,-11.26693936,
